id,Job_Role,Company,Location,Skills/Description
3711,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)","IT Skills, Cloud, AWS, Engineering services, SAN, NoSQL, Technical writing, Agile"
3712,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)","communication, Android design, Java, Android coding, JSON, Espresso, Hudson, SQLite"
3713,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)","MobX, JSON, MySQL, NPM, Mercurial, Flux, AWS, Mocha"
3714,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"oral, Web Service, SDLC, Agile, test case, API testing, SE, Jira"
3715,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Amazon Web services, Java, API Automation, GIT, selenium, TestNG, python, Continuous testing"
3716,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Ahmedabad,"IT Skills, Java, Software Development, Testing, Selenium, Performance Testing, Automation, RDBMS"
3717,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Printing, Engineering services, Analytical skills, Business analysis, Analytical, Agile, Market research, Product design"
3718,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Testing, Cloud, React.js, HTML, CSS, Javascript, SAN"
3719,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Jira, SNS, Jenkins, EC2, CI / CD, AWS, microservices, communication"
3720,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"TCP, SAN, Automation, Linux, Networking, Configuration management, Agile, DNS"
3721,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"MySQL, object - oriented, NoSQL, HTML, Angular JS, Java, J2EE, React JS"
3722,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"JIRA, SE, SDLC, MySQL, Java, Selenium, STLC, Agile"
3723,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"S3, CircleCI, NLB, Elasticache, Rake, written, SDLC, ALB"
3724,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Java, Software Development, SAN, Maven, Core Java, RDBMS, Coding"
3725,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Python, Software Development, Testing, Cloud, DevOps, Jenkins, TCP"
3726,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"AWS SAM, microservices, verbal communication, Java, SSO, CDN, DevOps, SQL"
3727,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Printing, Engineering services, SAN, Business analysis, Analytical, Market research, Product design, Customer service"
3728,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"presentation, analytical, communication, Agile methodologies, IT Skills, Product Management, Engineering services, SAN"
3729,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"SAN, DOM, TDD, Debugging, Javascript, Agile, Application security, Customer service"
3730,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Engineering services, SAN, MS SQL, GIT, Agile, Business modeling, Customer service, Troubleshooting"
3731,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Apache Solr, EMR, Jenkins, Kubernetes, AWS Glue, Flask, CloudFormation, Athena"
3732,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Ahmedabad,"Maven, Selenium, XCUITest, Kotlin, TestNG, Agile, Espresso, Cucumber"
3733,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"communication, Continuous Delivery, agile, written, Drupal, AWS, Node, verbal communication"
3734,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Product Management, Engineering services, Bfsi, Analytical, Agile, Healthcare, Market research"
3735,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Communication, Functional Testing, Selenium, Testing, Analytical, SQL, IT Skills, Automation Testing"
3736,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"QA, Engineering services, Business process, SAN, Implementation Analyst, Agile, HTML, Customer service"
3737,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"T - SQL, SSRS, Microsoft SQL Server, Microsoft SQL Server Reporting Services, SQL Server Reporting Services, Power BI, SQL queries, IT Skills"
3738,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"RESTful, RDBMS, SOAP services, OOPs, Java, Python, Gherkin, JUnit"
3739,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Software Development, Engineering services, SAN, Prototype, Agile, Software development life cycle, Manager Technology"
3740,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Engineering services, SAN, Customer satisfaction, Agile, Manager Technology, Scrum, Agile methodology, Business modeling"
3741,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Cloud, AWS, Engineering services, SAN, NoSQL, orchestration, Technical writing"
3742,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Ahmedabad,"IT Skills, Python, Software Development, Testing, Cloud, RPA, SAN, Agile"
3743,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"IT Skills, Java, Python, Testing, Cloud, DevOps, Performance Testing, SAN"
3744,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Jest, React JS, UX, MobX, structure, MySQL, Webpack, NPM"
3745,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"JavaScript, JSON, MobX, Angular JS, Webpack, Mercurial, GraphQL, Babel"
3746,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"SauceLabs, JavaScript, Software Testing, Jenkins, HockeyApp, Appium, Perfecto, communication"
3747,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Computer science, Engineering services, IIS, Linux, Networking, Powershell, MIS, devops"
3748,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"Engineering services, Front end, DOM, GIT, Javascript, Agile, Software development life cycle, Technical Lead"
3749,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)","IT Skills, Testing, React.js, Javascript, AWS, SAN, Front end, MySQL"
3750,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)","IT Skills, Testing, Performance Testing, HTML, CSS, Javascript, SAN, Debugging"
3751,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,"Pune, United States (USA)","mobile testing, application testing, API testing, IT Skills, Testing, Selenium, Cloud, Engineering services"
3752,Senior Technical Lead (Data Engineer),Infostretch solutions Pvt. Ltd.,Pune,"GIT, Oops, WCF, SQL, JIRA, verbal, Microservices, Entity Framework"
3753,Azure Data Engineer/ Lead Data Engineer- ADF+ADB+Python(Brillio),CHANGE LEADERS CONSULTING,"Mumbai, Pune, Bangalore/Bengaluru","python, Azure data factory, Azure synapse, Azure, data analysis, analytical, modelling, Data lake gen"
3754,Job Opportunity with Leading MNC - Azure Data Engineer,Enrich and Enlight,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Azure Data Factory, Pyspark, python, Azure data engineer, Azure Databricks, Cosmo Db, Azure, Databricks Azure Data Catalog"
3755,Lead Data Engineer,Decision Point Analytics,Gurgaon/Gurugram,"IT Skills, Python, Machine Learning, Big Data, AWS, Azure, Relational Sql, Software Engineering"
3756,Data Engineering Leader - A&I,Jubilant Foodworks,Noida,Data Engineering
3757,Data Engineer Lead - Immediate Joiner,VRIZE,Bangalore/Bengaluru,"Data Engineering, Amazon Redshift, AWS, IT Skills, Java, Python, Data Science, MS SQL"
3758,Data Engineer( Datasatge/ Snowflake),Allegis Services India Pvt. Ltd.,Hyderabad/Secunderabad,"Datastage, Stored procedures, Troubleshooting, SQL, Python, Administration, Architecture, devops"
3759,Data Engineer - Tech lead,C42 Engineering India Pvt. Ltd.,Bangalore/Bengaluru,"Product management, Backend, Machine learning, HTML, Business intelligence, Open source, Ruby, Analytics"
3760,Data Engineering Lead,Snaphunt,Bangalore/Bengaluru,"data engineering, BI, APIs, MongoDB, MySQL, Kafka, front end, .net"
3761,Data Engineer-Scala-Lead,Onward Technologies Limited,Bangalore/Bengaluru,"Python/NodeJS/Java, scala, spark, aws, EMR, debugging, Apache Spark, NodeJS"
3762,Chapter Area Lead- Data engineering,CBA Services Private Limited,Bangalore/Bengaluru,"IT Skills, Project Management, BPO, customer service, project management, Product management, Change management, Software design"
3763,Lead Data Science Engineer - Deep Learning,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,"Data Science, Machine Learning, Deep Learning, Tensorflow, Spark, Machine Learning Algorithm, Pytorch, verbal"
3764,Data Engineer Lead,NTT Data,Pune,"Computer science, Linux, Coding, XML, Machine learning, JSON, Scheduling, Open source"
3765,Lead Data Engineer - Architect,AgreeYa,Noida,"IT Skills, Tableau, Business process, Data management, Analytical, SSRS, Schema, Healthcare"
3766,"Associate/Analyst, Data Visualization",MetrixLab,Hyderabad/Secunderabad,"Associate Analyst, Excel, Packaging, Market research, E-commerce, data visualization, Manager Quality Control, Marketing communication"
3767,Data Entry Associate/Quality Analyst,T & A Solutions,Chandigarh,"Excel, VLOOKUP, Analytical, Finance, Commerce, Associate Quality Analyst, Data entry"
3768,Associate/ Analyst- Data / MIS - TA Data Analyst,Protiviti Consulting,Gurgaon/Gurugram,"data analysis, data analytics, ATS, charts, Data Visualization, Dashboards"
3769,"Associate Analyst, Data Processing",enVista,Hyderabad,"QA, PDF, Associate Analyst, Data processing, QA Associate, Management, Freight, Data entry"
3770,"Associate, Campaign Marketing (Data Analyst)",Basware India Pvt Ltd,Chandigarh,"IT Skills, Project Management, Digital Marketing, Power BI, BPO, project management, Automation, Business objects"
3771,Associate-Data Entry Analyst,Chargeback Gurus Fintech Private Limited,Chennai,"MS Office, record keeping, DTP, Excel, Word, written communication, problem solving, data entry"
3772,"Associate Analyst, Data Processing",enVista,Hyderabad/Secunderabad,"Relationship management, Training, Management Associate, Usage, Compliance, Relationship, Data processing, Data quality"
3773,Associate Analyst - Consumer Data Projects,GD Research Center Pvt Ltd,Hyderabad,"Analytical skills, Associate Analyst, Data research, market data, Information research, Research, MS Office, Research Associate"
3774,Associate Data Analyst,CeX WeBuy Entertainment Pvt.Ltd,Mumbai,"SQL queries, Associate Data Analyst, Database, Programming, PLSQL, Data quality, data privacy, Data Analyst"
3775,Associate Data Analyst,HUSYS CONSULTING LIMITED,Hyderabad,"Help Desk, Customer Service, data analysis, customer relationship, access controls, Telephony support, Asset Management, Vendor Management"
3776,Associate Data Analyst,WebMD,Navi Mumbai,"Google Analytics, Excel, MS Access, Web analytics, Analytical, Web development, Healthcare, Omniture"
3777,Senior Azure Data Engineer,STAFFICE GLOBAL PRIVATE LIMITED,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Architecture shell, Scala, Hive, Azure Data Engineering, Spark, Agile, IT Skills, Python"
3778,Lead Machine Learning Scientist,Hewlett Packard (HP),Bangalore/Bengaluru,"data science, cloud, algorithms, python, r, machine learning, statistics"
3779,Sr Data Integration Engineer,Apisero,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","SQL, PL / SQL, CDC, sftp protocols, data Data modeling, governance, database, CSV"
3780,Senior Manager Data Engineer,SDNA Global,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","IT Skills, Cloud, Program Management, AWS, Azure, Data Engineering"
3781,Senior Data Engineer- DevOps,Shell,Bangalore/Bengaluru,"IT applications support, ITIL processes, corporate IT Operations, Workflow Management, Delivery Excellence, Power Bi, SAP BW, Sap Hana"
3782,"Senior Software Engineer , Data Services",Grab,Bangalore/Bengaluru,"Computer science, Data analysis, data services, big data analytics, Analytical, Database administration, Infrastructure, Information technology"
3783,Immediate job opening For Senior Cloud Data Engineer,HEPTAGON TECHNOLOGIES PVT LTD,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","cloud, Pyspark, Hadoop Development, Lambda, AWS, IT Skills, Java, Python"
3784,Senior Data Engineer,Oportun,Remote,"Java, Python, Big Data Analytics, Data Engineering, Scala, PySpark, Kafka, Spring Boot"
3785,Sr. Data Engineer,CHANGE LEADERS CONSULTING,"Pune, Chennai, Bangalore/Bengaluru","Python, Hive, Hadoop, troubleshooting, spark, NoSQL, cloudera, Mongo"
3786,Senior Data Engineer,OzyBrains LLP,Remote,"ETL, IT Skills, Python, Airflow, NoSQL, Data Engineering, Tsql Queries, MongoDB"
3787,Senior Data Engineer BIU,Pramerica Life Insurance,Gurgaon/Gurugram,"Excel, PowerBI, Glue, SQL, S3, python, Sagemaker, DMS"
3788,Associate Mgr - Data Analytics,Sutherland Global Services Inc,Bangalore/Bengaluru,"IT Skills, Python, Big Data, Tableau, Power BI, Health insurance, Data analysis, Talent acquisition"
3789,Associate Director - Data Science,IHS Markit,Bangalore/Bengaluru,"IT Skills, Python, Data Science, Machine Learning, Project Management, Big Data, BPO, Computer science"
3790,senior bigdata engineer or data architect,Rectras Business Solutions Pvt Ltd.,"Pune, Chennai, Bengaluru","Automation, Data analysis, Prototype, Application programming, Data Architect, HTTP, JSON, Data quality"
3791,Senior Software Engineer Data Platform,Moveworks,Bengaluru,"IT Skills, Cloud, Senior Software Engineer, Data Platform - Bengaluru"
3792,Opening For Sr. Data Engineer with News Corp(product) - Bangalore,NTS Technology Services Private Limited,Bangalore/Bengaluru,python
3793,Senior Software Engineer (Data Engineering),Awake Security,Bangalore/Bengaluru,"Parquet, Java, C#, SQL, Scala, Python, IT Skills, C++"
3794,Sr. Software Engineer - Data Engineer,CME India Technology And Support Services Pvt Ltd,Bangalore/Bengaluru,"Atlassian tools, JIRA, Confluence, Java, python, Hadoop ecosystem, Scala, infrastructure automation"
3795,"Sr Professional Services Engineer , Data Engineer",ARM Treasure Data,Bengaluru,"MapReduce, AI, Python, Hive, Hadoop, Pig, Cassandra, Hivemall"
3796,Data Engineer ( Senior Software Engineer I),Verisk Analytics,Bangalore/Bengaluru,"python, Big Data, SQL queries, S3, Glue Catalog, Hadoop ecosystem, data modelling, HDFS"
3797,Senior Data Engineering Software Engineer,Dev Solutions,Bangalore/Bengaluru,"data mining, Talend, Hadoop, Spark, Hive, CICD framework, EMR, SQL"
3798,Senior Software Engineer(Data Engineering),InsideView Technologies,Remote,"Core Java Programming, IT Skills, Java, Python, Algorithms, Multithreading, System Design, Data Structures"
3799,Project Engineer- Data Analytics (Data Analysis and Machine Learning),Pentair Water India Pvt Ltd,Noida,Data Analytics
3800,Sr engineering Manager - Data,News Technology Services,Bangalore/Bengaluru,"Computer science, Network programming, Publishing, Project management, Agile development, Consulting, Relationship, Manager Technology"
3801,Senior Software Development Engineer - Data,Esper,Bangalore/Bengaluru,"IT Skills, Java, Python, Big Data, Salesforce, Coding, Debugging, Healthcare"
3802,Sr. Cloud Data Engineer,Intuitive.Cloud,Bangalore/Bengaluru,"IT Skills, Java, Big Data, Data migration, Data management, RDBMS, Consulting, Visual Studio"
3803,Senior Data Engineer | Product based MNC | Pune,Abzooba India Infotech Private Limited,Pune,"scala, spark, hadoop, Big Data, Big data technologies, Hive, Java, communication"
3804,Urgent opening For Senior Data Engineer,Abzooba India Infotech Private Limited,Remote,"scala, spark, Big Data, Big data technologies, Hive, Hadoop, Java, communication"
3805,Senior Process Data Engineer,Shell,Chennai,"Power BI, Spotfire, Log Analysis, Microsoft Power Bi, Advanced Analytics, Information Management, Data Warehousing, HP Data Protector"
3806,Senior Data Engineer - Data Management (Pyspark) | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,"Pyspark, AWS"
3807,Senior Data Engineer - Pyspark | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,"Pyspark, AWS"
3808,Senior Data Engineer - Pyspark | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,"Pyspark, AWS"
3809,Data Analyst Engineer,SMI Coated Products Private Limited,"Mumbai Suburban, Mumbai (All Areas)","candidae shall quick learner with good communication and team skills and excellent coordination wih HOD and support staff, green belt, data analysis, candidae shall be prepared for timel, Process Excellence, Good a compuing and Excell shees is a must"
3810,Data Engineer at Amazon,Blob Infotech Pvt Ltd,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Data Warehousing, Big Data, Data Modeling, aws, ETL, Performance Tuning, Python, SQL"
3811,Data Engineer,idfc first bank,Bangalore/Bengaluru,"Data migration, Linux, Networking, Data management, RDBMS, Database design, Teradata, Troubleshooting"
3812,Data Integration Engineer,Exxon Mobil Corporation,Bangalore/Bengaluru,"Change management, SAP, Visual Basic, Data management, Data modeling, Business intelligence, Information technology, Virtualization"
3813,Principal Engineer - Data Science,Western Digital,Bangalore/Bengaluru,"Data Science, R, Data Scientist, C + +, Data Mining, Product Engineering, Machine Learning, Python"
3814,Data Engineer,Razorpay,Bangalore/Bengaluru,"metadata, NoSQL, cassandra, Analytical, Schema, Data structures, MongoDB, SQL"
3815,Data Engineer,Educational Initiatives,Bangalore/Bengaluru,"MapReduce, Azure, Spark, Hortonworks, Big Data, Cloudera, Hadoop, Impala"
3816,Data Engineer,Birlasoft,"Noida, Pune, Bangalore/Bengaluru","development testing, spark, ssis, Communication, Spark SQL, ETL, PowerBI, Scala"
3817,Data Engineer,Calsoft,"Kolkata, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",Data warehouse
3818,Engineering Manager - Data Engineering,Hotstar,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Computer science, spark, Infrastructure, Distribution network, SDLC, Analytics, SQL, Python"
3819,Engineering Manager - Data Engineering,Gojek,Bangalore/Bengaluru,"Solution architecture, NoSQL, TDD, GCP, Data modeling, Agile, Programming, HTTP"
3820,"Software Engineer, Data",AutoCAD,Bangalore/Bengaluru,"IT Skills, Python, Testing, Cloud, Jenkins, AWS, Computer science, Automation"
3821,Big Data Engineer - Manager,E&Y,Bangalore/Bengaluru,"Data modeling, MySQL, Agile, Data structures, Oracle, Business intelligence, Troubleshooting, Open source"
3822,Data Engineer,IBM,Gurgaon/Gurugram,"Predictive modeling, SPSS, Forecasting, MATLAB, Analytics, Simulation, Machine learning, Open source"
3823,Data Engineer Architect,mfine,Bangalore/Bengaluru,"Data modeling, RDBMS, MIS, MySQL, Apache, Business intelligence, Open source, Analytics"
3824,Data Engineer -MSys Technologies - WFH/Remote - Immediate Joiner,MSys Tech India Pvt. Ltd.,"Pune, Chennai, Bangalore/Bengaluru","Data Engineering, scala, IT Skills, Java, Python, Software Development, Cloud, Big Data"
3825,Data Engineer,United Airlines,"Gurgaon/Gurugram, Bangalore/Bengaluru","python, Big Data, Spark, IT Skills, Java, Software Development, Cloud, Oracle"
3826,Data Engineer,L&T Infotech (LTI),Chennai,"Data Mining, Java, Analytical, Sql Database Design, Process Mining, Python, IT Skills, Predictive Modeling"
3827,Data Engineer (Azure / SSIS),Encora,"Pune, Chennai, Bangalore/Bengaluru","SSIS, Python, APIs, Azure Data, Kafka, factory, PySpark, MS SSIS"
3828,Data Engineer,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,"SAS, Data management, MIS, Datastage, Data structures, Informatica, microsoft, Analytics"
3829,Data Engineering Opportunity with PayU,PayU,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)","Data Ingestion, python, spark, data wrangling, data engineering, algorithms, snowflake, Django"
3830,Hiring Data Engineers || Hyderebad & Pune,Synechron,"Hyderabad/Secunderabad, Pune","Hadoop, SCALA, Big Data, IT Skills, Java, Python, Cloud, Jenkins"
3831,Data Engineer - Chennai/ Pune,Hexaware Technologies,"Pune, Chennai","data modeling, sql coding, data structures, ETL, CRM, relational database, Python, ERP"
3832,Manager - AWS Data Engineer,LatentView,"Chennai, Bangalore/Bengaluru","hive, spark, AWS, pyspark, Python, SQL"
3833,LatentView is Hiring For AWS Data Engineer Position @ Chennai Location,LatentView,"Chennai, Bangalore/Bengaluru","hive, spark, AWS, pyspark"
3834,Data Engineer,VANTAGEIQ TECHNOLOGIES (OPC) PRIVATE LIMITED,"Chennai, Bangalore/Bengaluru","Cassandra, Spark, AWS, SQL, Python, IT Skills, Cloud, Big Data"
3835,Assistant Manager - Data Visualization Engineer,Michelin,Pune,"BPO, data analysis, Usage, data security, Data Architect, Tool design, Data quality, data visualization"
3836,"Staff Engineer , Data Engineering",Western Digital,Bangalore/Bengaluru,"XML, Web development, Javascript, HTTP, MVC, Apache, Open source, SQL"
3837,"Hiring For Data Science Engineers @ Coforge, Gurgaon",Coforge,Gurgaon/Gurugram,"synapse, IT Skills, Java, Python, Data Science, Machine Learning, Cloud, R"
3838,Engineer - Data Visualisation SME,Deutsche Bank,Pune,"Analytical, Diversity and Inclusion, Banking, Agile, German, data visualization, Business intelligence, Monitoring"
3839,Data Engineer - Data Lake Storage,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,"Azure DW, ADLS2, Azure, Kafka, Spark, S3, python, azure Streams"
3840,Data Engineer - Cloud Datawarehouse,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,"MS SQL, metadata, Data modeling, RDBMS, Coding, Shell scripting, Data warehousing, Operations"
3841,Data Engineer - Advance Customer Analytics,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,"IT Skills, Python, Cloud, AWS, Tableau, Azure, customer analytics, Google Analytics"
3842,Data Engineer,MPOWER Financing,Bangalore/Bengaluru,"Data analysis, Financial inclusion, Analytical, Data collection, Database administration, Analytics, Financial services, Monitoring"
3843,Data Engineer - Algo,ParallelStack Sytems,Bangalore/Bengaluru,"Wireless, Telecom, Linux, 3G, Data management, Data structures, Analytics, Monitoring"
3844,Principal Engineer - Data,Multi Recruit,Bangalore/Bengaluru,"Application programming, Debugging, OLAP, Business intelligence, Principal, Analytics, Monitoring, Android"
3845,Azure Data Engineer,Quinnox,Bangalore/Bengaluru,etl tool
3846,Lead Data Analyst,HELLES TALENT SOLUTIONS PRIVATE LIMITED,"Pune, Bangalore/Bengaluru, Delhi / NCR","SQL, Data Analysis, Data Warehousing, Data Analytics, ETL, NoSQL, Sisense, Python"
3847,Data Engineer,Neustar MarketShare,Bangalore/Bengaluru,"Unix, Front end, Database design, MySQL, Shell scripting, OLAP, data mapping, Oracle"
3848,Data Engineer,Enquero,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Computer science, Data analysis, github, NoSQL, orchestration, Shell scripting, SCALA, Business intelligence"
3849,Data Engineer,Enquero,"Hyderabad/Secunderabad, Bangalore/Bengaluru","github, GIT, query optimization, Data modeling, Database Fundamentals, SCALA, Hadoop, SQL"
3850,Azure Data Engineer,Intelliest Technology,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","azure databricks, Azure, Data Factory, SCALA, Spark, CosmosDB, Shell Script, CI / CD"
3851,Data Engineer,Shell,Bangalore/Bengaluru,"Big data technologies, Pyspark, NLP, Data Engineering, Cassandra, Big Data, MongoDB, Spark"
3852,Data Engineer,Simply Vyapar Apps Private Limited,Bangalore/Bengaluru(Sector 1 HSR Layout),"Data Engineering, Data Migration, RDBMS, Data Visualization, SQL Database, Coding, MySQL, Programming"
3853,Data Engineer - Big Data,CROPIN TECHNOLOGY SOLUTIONS,Bangalore/Bengaluru,"big data, AWS, IT Skills, Java, Python, Machine Learning, Cloud, DevOps"
3854,Azure Data Engineer,Thoucentric Technology Pvt ltd,Bangalore/Bengaluru,"azure, IT Skills, Java, Python, Big Data, spark, scala, airflow"
3855,Data Science Engineer,Jio,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)","tensorflow, python, Artificial Intelligence, Natural Language Processing, machine learning, nlp, data science, Computer Vision"
3856,Big Data Platform Engineer,PayPal,Chennai,"data services, GCP, Performance engineering, Cloud, Infrastructure, Manager Technology, big data, Monitoring"
3857,"Staff Engineer , Data Engineering",Western Digital,Bangalore/Bengaluru,"Computer science, DOM, Db2, Linux kernel, Web development, MySQL, Javascript, PHP"
3858,Data Engineer 3-5,PayPal,Bangalore/Bengaluru,"Computer science, Web services, Project management, Reconciliation, Workflow, Entity framework, Informatica, DBMS"
3859,"Data Engineer - Python, SQL, AWS",Azuga Telematics,Bangalore/Bengaluru,"PYTHON, AWS, SQL, IT Skills, Testing, Serverless, Lambda"
3860,Data Engineering Analytics - Financial Services,Gojek,Bangalore/Bengaluru,"RDBMS, data security, Risk analytics, data governance, Data quality, Gaming, Financial services, Python"
3861,Data Engineer - L2 Support function,"Rakuten, Inc.",Bangalore/Bengaluru,"Db2, MySQL, Shell scripting, Agile, Workflow, Application development, Oracle, Teradata"
3862,Data Engineer 3-1,PayPal,Hyderabad/Secunderabad,"Computer science, Web services, Project management, Workflow, Entity framework, Informatica, DBMS, Powerpoint"
3863,Engineering Manager - Data Platform,"Rakuten, Inc.",Bangalore/Bengaluru,"Computer science, data science, spark, Hadoop, Technical leadership, Technical architecture, Management, Open source"
3864,"Engineering Manager, Data Engineering","Cloudera, Inc.",Bangalore/Bengaluru,"JupyterLab, PyCharm, R, Azure, data science, Mlflow, written communication, Docker"
3865,Data Engineering Manager,Gojek,Bangalore/Bengaluru,"Application engineering, Agile, Infrastructure, Programming, MongoDB, test driven development, Gaming, Distribution system"
3866,Data Engineers,Intelliswift,Bangalore/Bengaluru,"hive, spark, hadoop, Java, Scala, IT Skills"
3867,Data Engineer,"Rakuten, Inc.",Bangalore/Bengaluru,"Version control, GIT, Online marketing, Schema, Agile, HTTP, Customer service, Open source"
3868,Data Engineer,Nokia,Noida,"Service delivery, orchestration, Incharge, Bloomberg, data science, spark, Cloud Services, Cloud"
3869,Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python"
3870,Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Unix, MIS, Datastage, Informatica, Business intelligence, Time management, Ab Initio, Operations"
3871,Data Engineer: Big Data,IBM,Kolkata,"Cloud computing, Eclipse, SCALA, big data, Python, Interpersonal skills, GIT, Time management"
3872,Mid Level Data Engineer,IBM,Ahmedabad,"Linux, Data management, Open source, SQL, Python, data science, spark, Cloud"
3873,Data Engineer: Data Modeling,IBM,Pune,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python"
3874,Data Engineer: Data Modeling,IBM,Hyderabad/Secunderabad,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python"
3875,Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Business process, Coding, Datastage, Business intelligence, Unix shell scripting, IT Skills, Testing, data cleansing"
3876,Data Engineer - Gurgaon,Ofb Tech,Gurgaon/Gurugram,"Java, Data Engineering, SQL, Airflow, Google Bigquery, Programming, Data Analytics, Apache"
3877,We are Hiring- Data Engineers,EXL,Delhi / NCR,"Impala, machine learning, Azure, advanced SQL, Bitbucket, NLP Communication, SQL, Git"
3878,AVP - Data Engineer,Deutsche Bank,Pune,"Backend, Financial reporting, Machine learning, Agile, Data structures, German, Business intelligence, Information technology"
